query_processed,article_title,paragraph,serp_position,title_common_tokens,num_title_common_tokens,tokens_to_find,paragraph_common_tokens,num_paragraph_common_tokens,paragraph_number_in_article,query_id,data_source,label
hepatitis cured milk thistle,Hepatitis,"First-line treatment of alcoholic hepatitis is treatment of alcoholism. For those who abstain completely from alcohol, reversal of liver disease and a longer life are possible; patients at every disease stage have been shown to benefit by prevention of additional liver injury. In addition to referral to psychotherapy and other treatment programs, treatment should include nutritional and psychosocial evaluation and treatment. Patients should also be treated appropriately for related signs and symptoms, such as ascites, hepatic encephalopathy, and infection.Severe alcoholic hepatitis has a poor prognosis and is notoriously difficult to treat. Without any treatment, 20-50% of patients may die within a month, but evidence shows treatment may extend life beyond one month (i.e., reduce short-term mortality). Available treatment options include pentoxifylline (PTX), which is a nonspecific TNF inhibitor, corticosteroids, such as prednisone or prednisolone (CS), corticosteroids with N-acetylcysteine (CS with NAC), and corticosteroids with pentoxifylline (CS with PTX). Data suggest that CS alone or CS with NAC are most effective at reducing short-term mortality. Unfortunately, corticosteroids are contraindicated in some patients, such as those who have active gastrointestinal bleeding, infection, kidney failure, or pancreatitis. In these cases PTX may be considered on a case-by-case basis in lieu of CS; some evidence shows PTX is better than no treatment at all and may be comparable to CS while other data show no evidence of benefit over placebo. Unfortunately, there are currently no drug treatments that decrease these patients' risk of dying in the longer term, at 3–12 months and beyond.Weak evidence suggests milk thistle extracts may improve survival in alcoholic liver disease and improve certain liver tests (serum bilirubin and GGT) without causing side effects, but a firm recommendation cannot be made for or against milk thistle without further study. ",2.0,['hepatitis'],1.0,"['milk', 'cured', 'thistle']","['milk', 'thistle']",2.0,290.0,203,misbelief,0.0
hepatitis cured milk thistle,Hepatitis,"NS5B polymerase inhibitors, including sofosbuvir, dasabuvir, and othersThese drugs are used in various combinations, sometimes combined with ribavirin, based on the patient's genotype, delineated as genotypes 1–6. Genotype 1 (GT1), which is the most prevalent genotype in the United States and around the world, can now be cured with a direct acting antiviral regimen. First-line therapy for GT1 is a combination of sofosbuvir and ledipasvir (SOF/LDV) for 12 weeks for most patients, including those with advanced fibrosis or cirrhosis. Certain patients with early disease need only 8 weeks of treatment while those with advanced fibrosis or cirrhosis who have not responded to prior treatment require 24 weeks. Cost remains a major factor limiting access to these drugs, particularly in low-resource nations; the cost of the 12-week GT1 regimen (SOF/LDV)  has been estimated at US$94,500.",2.0,['hepatitis'],1.0,"['milk', 'cured', 'thistle']",['cured'],1.0,276.0,203,misbelief,0.0
pregnant drink coffee,Coffee,"Coffee is a drink prepared from roasted coffee beans. Darkly colored, bitter, and slightly acidic, coffee has a stimulating effect on humans, primarily due to its caffeine content. It is the most popular hot drink in the world.Seeds of the Coffea plant's fruits are separated to produce unroasted green coffee beans. The beans are roasted and then ground into fine particles that are typically steeped in hot water before being filtered out, producing a cup of coffee. It is usually served hot, although chilled or iced coffee is common. Coffee can be prepared and presented in a variety of ways (e.g., espresso, French press, caffè latte, or already-brewed canned coffee). Sugar, sugar substitutes, milk, and cream are often used to lessen the bitter taste or enhance the flavor.",1.0,['coffee'],1.0,"['drink', 'pregnant']",['drink'],1.0,0.0,208,misbelief,0.0
pregnant drink coffee,Coffee,"Though coffee is now a global commodity, it has a long history tied closely to food traditions around the Red Sea. The earliest credible evidence of coffee drinking in the form of the modern beverage appears in modern-day Yemen from the mid-15th century in Sufi shrines, where coffee seeds were first roasted and brewed in a manner similar to current methods. The Yemenis procured the coffee beans from the Ethiopian Highlands via coastal Somali intermediaries and began cultivation. By the 16th century, the drink had reached the rest of the Middle East and North Africa, later spreading to Europe. In the 20th century, coffee became a global commodity, creating different coffee cultures around the world.",1.0,['coffee'],1.0,"['drink', 'pregnant']",['drink'],1.0,1.0,208,misbelief,0.0
pregnant drink coffee,Health effects of coffee,"A 2017 review of clinical trials found that drinking coffee is generally safe within usual levels of intake and is more likely to improve health outcomes than to cause harm at doses of 3 or 4 cups of coffee daily. Exceptions include possible increased risk in women having bone fractures, and a possible increased risk in pregnant women of fetal loss or decreased birth weight. Results were complicated by poor study quality, and differences in age, gender, health status, and serving size.",2.0,['coffee'],1.0,"['drink', 'pregnant']",['pregnant'],1.0,0.0,208,misbelief,0.0
pregnant drink coffee,Health effects of coffee,"The Women's Health Study showed an increased risk of atrial fibrillation with 2-3 cups/day of caffeinated coffee, but other studies found either no effect or a protective effect.The 2021 European Society of Cardiology Guidelines on Cardiovascular Disease Prevention in Clinical Practice state: ""Non-filtered coffee contains LDL-C-raising cafestol and kahweol, and may be associated with an up to 25% increased risk of ASCVD mortality by consumption of nine or more drinks a day. Non-filtered coffee includes boiled, Greek, and Turkish coffee and some espresso coffees. Moderate coffee consumption (3–4 cups per day) is probably not harmful, perhaps even moderately beneficial"".",2.0,['coffee'],1.0,"['drink', 'pregnant']",['drink'],1.0,16.0,208,misbelief,0.0
pregnant drink coffee,Energy drink,"Coffee, tea and other naturally caffeinated drinks are usually not considered energy drinks. Other soft drinks such as cola may contain caffeine, but are not considered energy drinks either. Some alcoholic drinks, such as Buckfast Tonic Wine, contain caffeine and other stimulants. According to the Mayo Clinic, it is safe for the typical healthy adult to consume a total of 400 mg of caffeine a day. This has been confirmed by a panel of the European Food Safety Authority (EFSA), which also concludes that a caffeine intake of up to 400 mg per day does not raise safety concerns for adults. According to the ESFA this is equivalent to 4 cups of coffee (90 mg each) or 2 1/2 standard cans (250 ml) of energy drink (160 mg each/80 mg per serving).Energy drinks have the effects of caffeine and sugar, but there is little or no evidence that the wide variety of other ingredients have any effect. Most effects of energy drinks on cognitive performance, such as increased attention and reaction speed, are primarily due to the presence of caffeine. Other studies ascribe those performance improvements to the effects of the combined ingredients. Advertising for energy drinks usually features increased muscle strength and endurance, but there is no scientific consensus to support these claims. Energy drinks have been associated with many health risks, such as an increased rate of injury when usage is combined with alcohol, and excessive or repeated consumption can lead to cardiac and psychiatric conditions. Populations at risk for complications from energy drink consumption include youth, caffeine-naïve or caffeine-sensitive, pregnant, competitive athletes and people with underlying cardiovascular disease.",3.0,['drink'],1.0,"['pregnant', 'coffee']","['pregnant', 'coffee']",2.0,1.0,208,misbelief,0.0
pregnant drink coffee,Energy drink,"Energy shots are a specialized kind of energy drink. Whereas most energy drinks are sold in cans or bottles, energy shots are usually sold in smaller 50ml bottles. Energy shots can contain the same total amount of caffeine, vitamins or other functional ingredients as their larger versions, and may be considered concentrated forms of energy drinks.  The marketing of energy shots generally focuses on their convenience and availability as a low-calorie ""instant"" energy drink that can be taken in one swallow (or ""shot""), as opposed to energy drinks that encourage users to drink an entire can, which may contain 250 calories or more. A common energy shot is 5-hour Energy which contains B vitamins and caffeine in an amount similar to a cup of coffee.",3.0,['drink'],1.0,"['pregnant', 'coffee']",['coffee'],1.0,36.0,208,misbelief,0.0
pregnant drink coffee,V (drink),"V is an energy drink brand produced by Frucor, a New Zealand-based beverage manufacturer. It was launched in Methven, New Zealand in August 1997 and in Australia in 1999. The product's success, a market share over 60% in New Zealand and 42% in Australia, makes it the most popular brand of energy drink in both countries. V is considered a local rival to Red Bull. Frucor says V energy drinks are not intended for children, and they are not recommended for pregnant women or people sensitive to caffeine.",4.0,['drink'],1.0,"['pregnant', 'coffee']",['pregnant'],1.0,0.0,208,misbelief,0.0
pregnant drink coffee,V (drink),"Blue (also referred to as ""V Blue"") is a ""mysterious"" flavour introduced in October 2011 which V challenges the drinker to try and work out the flavour.V Pure is a flavour alternative released in 2016 coming from 6 Natural Ingredients; apple juice, sparkling water, lemon juice, Guarana seed extract, caffeine from green coffee beans and natural V flavour.V added a second Sugar Free flavour in 2018, themed after summer and the tropics. This product replaced V Zero.V Tortured Orchard Raspberry Lemonade was introduced in 2018",4.0,['drink'],1.0,"['pregnant', 'coffee']",['coffee'],1.0,5.0,208,misbelief,0.0
pregnant drink coffee,Non-alcoholic drink,"Mocktails, an abbreviation for ""mock cocktails"", are festive, non-alcoholic party drinks. The word ""mock"" implying a facade of the alcoholic cocktail without any of the alcoholic content. In the last few years, it has become so popular that it even finds its place in the cocktail menu on many restaurant and bars. Mocktails can be described as a smooth blend of only non-alcoholic drinks, which could be fresh fruit juices, syrups, cream, herbs and spices. Mocktails are designed specifically for those who do not take alcoholic drinks or need to refrain from them, which means these blends can be enjoyed by people of all ages.  They are particularly favoured over cocktails by Muslims, underage persons, drivers, pregnant women, and others who choose party drinks that are alcohol-free.",6.0,['drink'],1.0,"['pregnant', 'coffee']",['pregnant'],1.0,22.0,208,misbelief,0.0
green tea reduce blood pressure,GABA tea,"GABA tea (other names: Gabaron, Jia Wu Long cha, Jing Bai Long cha, 佳叶龙茶) is tea that has undergone a special oxygen-free fermentation process, and as a result has accumulated GABA in tea leaves. This technology has been created in Japan. Dr. Tsushida and his collaborators at the former MAFF National Research Institute of Tea (currently the National Institute of Vegetables and Tea Science) began developing GABA-rich tea in 1984 and successfully produced a new type tea in which almost all glutamic acid has been converted to GABA without changing the content of catechin or caffeine. They discovered a new method of tea fermentation, and found that a large amount of GABA accumulated in green tea through six to ten hours in anaerobic (oxygen-free) condition of fermentation. Oxygen in the atmosphere fermentation chamber was replaced with nitrogen. They examined further the GABA content of green, oolong and black tea made under anaerobic condition and found that GABA accumulated in all teas. Japanese scientists have shown great interest and attention to this new technology and in the late 1980s in Japan, this GABA tea was actively distributed as a commercial product for people with hypertension. It was found that the chemically synthesized GABA reduces blood pressure in experimental animals and humans. Further research demonstrated that GABA tea was also able to reduce the blood pressure in experimental animals and humans.Traditionally it was thought that exogenous GABA did not penetrate the blood–brain barrier, however more current research indicates that it may be possible, or that exogenous GABA (i.e. in the form of nutritional supplements) could exert GABAergic effects on the enteric nervous system which in turn stimulate endogenous GABA production.",1.0,['tea'],1.0,"['reduce', 'blood', 'green', 'pressure']","['reduce', 'blood', 'green', 'pressure']",4.0,0.0,209,misbelief,1.0
green tea reduce blood pressure,GABA tea,"Hsueh Fang Wang, et al., Comparison of bioactive components in GABA tea and green tea produced in Taiwan. Department of Food Science, National Chung Hsing University, 250 KuoKuang Road, Taichung, Taiwan 402, ROC. Food Chemistry (Impact Factor: 3.39). 06/2006; 96(4):648–653. DOI: 10.1016/j.foodchem.2005.02.046",1.0,['tea'],1.0,"['reduce', 'blood', 'green', 'pressure']",['green'],1.0,6.0,209,misbelief,1.0
green tea reduce blood pressure,Health effects of tea,"In preliminary long-term clinical studies, black tea consumption showed evidence for providing a small reduction in the risk of stroke, whereas, in another review, green tea and black tea did not have significant effects on the risk of coronary heart disease. Two reviews of randomized controlled trials concluded that long-term consumption of black tea slightly lowers systolic and diastolic blood pressures (about 1–2 mmHg), a finding based on limited evidence. A 2013 Cochrane review found some evidence of benefit from tea consumption on cardiovascular disease, though more research is needed.",3.0,['tea'],1.0,"['reduce', 'blood', 'green', 'pressure']","['blood', 'green', 'pressure']",3.0,38.0,209,misbelief,1.0
green tea reduce blood pressure,Health effects of tea,"All tea leaves contain fluoride; however, mature leaves contain as much as 10 to 20 times the fluoride levels of young leaves from the same plant.The fluoride content of a tea leaf depends on the leaf picking method used and the fluoride content of the soil from which it has been grown; tea plants absorb this element at a greater rate than other plants. Care in the choice of the location where the plant is grown may reduce the risk. It is speculated that hand-picked tea would contain less fluoride than machine-harvested tea, because there is a much lower chance of harvesting older leaves during the harvest process. A 2013 British study of 38 teas found that cheaper UK supermarket tea blends had the highest levels of fluoride with about 580 mg per kilogram, green teas averaged about 397 mg per kg and pure blends about 132 mg per kg. The researchers suggested that economy teas may use older leaves which contain more fluoride. They calculated a person drinking a litre of economy tea per day would consume about 6 mg of fluoride, above the recommended average dietary intake level of 3–4 mg of fluoride per day, but below the maximum tolerable amount of 10 mg of fluoride per day. Brick tea, made from fallen leaves, old leaves and stems has the highest levels.One study indicated that green tea leaves have an average fluoride concentration of 52 mg/kg, and approximately 89% of the fluoride was released from the leaves into tea after brewing.",3.0,['tea'],1.0,"['reduce', 'blood', 'green', 'pressure']","['reduce', 'green']",2.0,13.0,209,misbelief,1.0
green tea reduce blood pressure,Black tea,"Plain black tea without sweeteners or additives contains caffeine, but negligible quantities of calories or nutrients. Black teas from Camellia sinensis contain polyphenols, such as flavonoids, which are under preliminary research for their potential to affect blood pressure and blood lipids as risk factors for cardiovascular disease, but overall this research remains inconclusive.Long-term consumption of black tea only slightly lowered systolic and diastolic blood pressures (about 1–2 mmHg). Black tea consumption may be associated with a reduced risk of stroke, but there is only limited research to evaluate this possibility.Meta-analyses of observational studies concluded that black tea consumption does not affect the development of oral cancers in Asian or Caucasian populations, esophageal cancer or prostate cancer in Asian populations, or lung cancer.The visible film often formed on black tea consists of oxidized polyphenols and calcium carbonate, and is therefore more pronounced for tea brewed with hard water.",4.0,['tea'],1.0,"['reduce', 'blood', 'green', 'pressure']","['blood', 'pressure']",2.0,46.0,209,misbelief,1.0
green tea reduce blood pressure,Black tea,"Black tea, also translated to red tea in various East Asian languages, is a type of tea that is more oxidized than oolong, yellow, white and green teas. Black tea is generally stronger in flavour than other teas. All five types are made from leaves of the shrub (or small tree) Camellia sinensis, though Camellia taliensis is also rarely used.Two principal varieties of the species are used – the small-leaved Chinese variety plant (C. sinensis var. sinensis), used for most other types of teas, and the large-leaved Assamese plant (C. sinensis var. assamica), which was traditionally mainly used for black tea, although in recent years some green and white teas have been produced. ",4.0,['tea'],1.0,"['reduce', 'blood', 'green', 'pressure']",['green'],1.0,0.0,209,misbelief,1.0
green tea reduce blood pressure,Green tea,"Numerous claims have been made for the health benefits of green tea, but human clinical research has not found good evidence of benefit. In 2011, a panel of scientists published a report on the claims for health effects at the request of the European Commission: in general they found that the claims made for green tea were not supported by sufficient scientific evidence. Although green tea may enhance mental alertness due to its caffeine content, there is only weak, inconclusive evidence that regular consumption of green tea affects the risk of cancer or cardiovascular diseases, and there is no evidence that it benefits weight loss.A 2020 review by the Cochrane Collaboration listed some potential adverse effects including gastrointestinal disorders, higher levels of liver enzymes, and, more rarely, insomnia, raised blood pressure, and skin reactions.",5.0,"['green', 'tea']",2.0,"['reduce', 'blood', 'pressure']","['blood', 'pressure']",2.0,23.0,209,misbelief,1.0
green tea reduce blood pressure,Green tea,"A meta-analysis of observational studies reported an increase in one cup of green tea per day was correlated with slightly lower risk of death from cardiovascular causes. Green tea consumption may be correlated with a reduced risk of stroke. Meta-analyses of randomized controlled trials found that green tea consumption for 3–6 months may produce small reductions (about 2–3 mm Hg each) in systolic and diastolic blood pressures. A separate systematic review and meta-analysis of randomized controlled trials found that consumption of 5-6 cups of green tea per day was associated with a small reduction in systolic blood pressure (2 mmHg), but did not lead to a significant difference in diastolic blood pressure.",5.0,"['green', 'tea']",2.0,"['reduce', 'blood', 'pressure']","['blood', 'pressure']",2.0,31.0,209,misbelief,1.0
green tea reduce blood pressure,Cloud tea,"Yingshan cloud tea (Chinese:英山云雾茶) is mainly produced in Heaven Village near the Dabie Mountains in the north-east of Hubei Province. Wrapped by green trees and wreathed by clouds, the environment and climate are ideal for creating high-quality cloud tea. Yingshan cloud tea is credited by its proponents with refreshing heads and releasing worries, weight loss, clearing the mind, reducing high blood pressure and even treating cancer. These claims are not scientifically supported at this time.",7.0,['tea'],1.0,"['reduce', 'blood', 'green', 'pressure']","['blood', 'green', 'pressure']",3.0,19.0,209,misbelief,1.0
green tea reduce blood pressure,Cloud tea,"Cloud tea belongs to the green tea family. With a standard of one bud, one leaf about 3 centimetres, it is usually picked from Grain Rain (6th solar term) to Beginning of Summer (7th solar term). After a series of complex processes, the finished tea looks lustrous and beautiful.",7.0,['tea'],1.0,"['reduce', 'blood', 'green', 'pressure']",['green'],1.0,8.0,209,misbelief,1.0
ginger help cough,Ginger tea,"In the Philippines, it is called salabat and is traditionally made simply with peeled and thinly-sliced or crushed raw ginger boiled for a few minutes in water. Sugar, honey, and calamansi are added to taste, along with other flavoring ingredients as desired. Modern versions can also use ground ginger powder (often called ""instant salabat"") added to hot boiling water. Native ginger varieties (which are small and fibrous) are preferred, as they are regarded as being more pungent than imported varieties.Salabat is usually served in the relatively cold month of December. Along with tsokolate (traditional hot chocolate), it is usually paired with various native rice cakes (kakanin) like bibingka or puto bumbong. Salabat is traditionally sold by early morning street vendors during the Simbang Gabi (dawn mass) of the Christmas season.Salabat is also widely consumed as a throat-soothing remedy for cough, sore throat, and common colds. Drinking salabat is widely believed to improve a person's singing voice.A variant of salabat that exclusively or partially use turmeric is known as dulaw, duwaw, or duyaw in the Visayas and Mindanao islands; and tsaang dilaw (literally ""yellow tea"") in Filipino.",1.0,['ginger'],1.0,"['cough', 'help']",['cough'],1.0,39.0,210,misbelief,1.0
smoking causes death,Preventable causes of death,"Preventable causes of death are causes of death related to risk factors which could have been avoided. The World Health Organization has traditionally classified death according to the primary type of disease or injury. However, causes of death may also be classified in terms of preventable risk factors—such as smoking, unhealthy diet, sexual behavior, and reckless driving—which contribute to a number of different diseases. Such risk factors are usually not recorded directly on death certificates, although they are acknowledged in medical reports.",1.0,"['death', 'cause']",2.0,['smoking'],['smoking'],1.0,0.0,1_h,health_belief,1.0
smoking causes death,Preventable causes of death,"The three risk factors most commonly leading to preventable death in the population of the United States are smoking, high blood pressure, and being overweight. Pollution from fossil fuel burning kills roughly 200,000/year.[1]",1.0,"['death', 'cause']",2.0,['smoking'],['smoking'],1.0,16.0,1_h,health_belief,1.0
smoking causes death,List of causes of death by rate,"Some causes listed include deaths also included in more specific subordinate causes, and some causes are omitted, so the percentages may only sum approximately to 100%. The causes listed are relatively immediate medical causes, but the ultimate cause of death might be described differently.  For example, tobacco smoking often causes lung disease or cancer, and alcohol use disorder can cause liver failure or a motor vehicle accident. For statistics on preventable ultimate causes, see preventable causes of death.",2.0,"['death', 'cause']",2.0,['smoking'],['smoking'],1.0,1.0,1_h,health_belief,1.0
smoking causes death,List of causes of death by rate,"Smoking is the leading cause of preventable death in the United States. It's an underlying cause of many cancers, cardiovascular diseases, stroke, and respiratory diseases.Smoking usually refers to smoking of tobacco products. E-cigarettes also pose large risks to health. The health impacts of tobacco-alternative products such as various herbs and the use of charcoal filters are often investigated less, with existing research suggesting only limited benefits over tobacco smoking. Frequency of use is a major factor in the level of risks or permanence and extent of health impacts.",2.0,"['death', 'cause']",2.0,['smoking'],['smoking'],1.0,46.0,1_h,health_belief,1.0
smoking causes death,Smoking,"Smoking has negative health effects, because smoke inhalation inherently poses challenges to various physiologic processes such as respiration. Smoking tobacco is among the leading causes of many diseases such as lung cancer, heart attack, COPD, erectile dysfunction, and birth defects. Diseases related to tobacco smoking have been shown to kill approximately half of long-term smokers when compared to average mortality rates faced by non-smokers. Smoking caused over five million deaths a year from 1990 to 2015. Non-smokers account for 2% of all deaths globally due to second-hand smoke. The health hazards of smoking have caused many countries to institute high taxes on tobacco products, publish advertisements to discourage use, limit advertisements that promote use, and provide help with quitting for those who do smoke.Smoking can be dated to as early as 5000 BCE, and has been recorded in many different cultures across the world. Early smoking evolved in association with religious ceremonies; as offerings to deities, in cleansing rituals or to allow shamans and priests to alter their minds for purposes of divination or spiritual enlightenment. After the European exploration and conquest of the Americas, the practice of smoking tobacco quickly spread to the rest of the world. In regions like India and Sub-Saharan Africa, it merged with existing practices of smoking (mostly of cannabis). In Europe, it introduced a new type of social activity and a form of drug intake which previously had been unknown.",5.0,['smoking'],1.0,"['death', 'cause']","['death', 'cause']",2.0,2.0,1_h,health_belief,1.0
smoking causes death,Smoking,"In the UK and the US, an increase in lung cancer rates, formerly ""among the rarest forms of disease"", was noted by the 1930s, but its cause remained unknown and even the credibility of this increase was sometimes disputed as late as 1950. For example, in Connecticut, reported age-adjusted incidence rates of lung cancer among males increased 220% between 1935–39 and 1950–54. In the UK, the share of lung cancer among all cancer deaths in men increased from 1.5% in 1920 to 19.7% in 1947. Nevertheless, these increases were questioned as potentially caused by increased reporting and improved methods of diagnosis. Although several carcinogens were already known at the time (for example, benzo[a]pyrene was isolated from coal tar and demonstrated to be a potent carcinogen in 1933), none were known to be contained in adequate quantities in tobacco smoke. Richard Doll in 1950 published research in the British Medical Journal showing a close link between smoking and lung cancer. Four years later, in 1954 the British Doctors Study, a study of some 40 thousand doctors over 20 years, confirmed the link, based on which the government issued advice that smoking and lung cancer rates were related. In 1964 the United States Surgeon General's Report on Smoking and Health demonstrated the relationship between smoking and cancer. Further reports confirmed this link in the 1980s and concluded in 1986 that passive smoking was also harmful.As scientific evidence mounted in the 1980s, tobacco companies claimed contributory negligence as the adverse health effects were previously unknown or lacked substantial credibility. Health authorities sided with these claims up until 1998, from which they reversed their position. The Tobacco Master Settlement Agreement, originally between the four largest US tobacco companies and the Attorneys General of 46 states, restricted certain types of tobacco advertisement and required payments for health compensation; which later amounted to the largest civil settlement in United States history.From 1965 to 2006, rates of smoking in the United States have declined from 42% to 20.8%. A significant majority of those who quit were professional, affluent men. Despite this decrease in the prevalence of consumption, the average number of cigarettes consumed per person per day increased from 22 in 1954 to 30 in 1978. This paradoxical event suggests that those who quit smoked less, while those who continued to smoke moved to smoke more light cigarettes. This trend has been paralleled by many industrialized nations as rates have either leveled-off or declined. In the developing countries, however, tobacco consumption continues to rise at 3.4% in 2002. In Africa, smoking is in most areas considered to be modern, and many of the strong adverse opinions that prevail in the West receive much less attention. Today Russia leads as the top consumer of tobacco followed by Indonesia, Laos, Ukraine, Belarus, Greece, Jordan, and China.At the global scale, initial ideas of an international convention towards the prevention of tobacco had been initiated in the World Health Assembly (WHA) in 1996. In 1998, along with the successful election of Dr. Gro Harlem Brundtland as the Director-General, the World Health Organization set tobacco control as its leading health concern and has begun a program known as the Tobacco Free Initiative (TFI) in order to reduce rates of consumption in the developing world. However, it was not until 2003 that the Framework Convention on Tobacco Control (FCTC) was accepted in WHA and entered into force in 2005. FCTC marked a milestone as the first international treaty concerning a global health issue that aims to combat tobacco in multiple aspects including tobacco taxes, advertisement, trading, environmental affects, health influences, etc. The birth of this evidence-based and systematic approach has resulted in the reinforcement of tobacco taxes and the implementation of smoke-free laws in 128 countries that led to the decrease of smoking prevalence in developing nations.",5.0,['smoking'],1.0,"['death', 'cause']","['death', 'cause']",2.0,33.0,1_h,health_belief,1.0
smoking causes death,Death by misadventure,"In the United Kingdom, death by misadventure is the recorded Cause of death for an accidental death, caused by a risk taken voluntarily.",6.0,['death'],1.0,"['smoking', 'cause']",['cause'],1.0,0.0,1_h,health_belief,1.0
smoking causes death,Death by misadventure,"Misadventure in English law, as recorded by coroners and on death certificates and associated documents, is one that is primarily attributed to an accident that occurred due to a risk that was taken voluntarily. In contrast, when a cause of death is listed as an accident rather than a misadventure, this implies no unreasonable willful risk.",6.0,['death'],1.0,"['smoking', 'cause']",['cause'],1.0,2.0,1_h,health_belief,1.0
smoking causes death,Smoking cessation,"Smoking is the leading cause of preventable death and a global public health concern. Tobacco use leads most commonly to diseases affecting the heart and lungs, with smoking being a major risk factor for heart attacks, strokes, chronic obstructive pulmonary disease (COPD), idiopathic pulmonary fibrosis (IPF), emphysema, and various types and subtypes of cancers (particularly lung cancer, cancers of the oropharynx, larynx, and mouth, esophageal and pancreatic cancer). Smoking cessation significantly reduces the risk of dying from smoking-related diseases.In the United States, about 70% of smokers would like to quit smoking, and 50% report having made an attempt to do so in the past year.  Many strategies can be used for smoking cessation, including abruptly quitting without assistance (""cold turkey""), cutting down then quitting, behavioral counseling, and medications such as bupropion, cytisine, nicotine replacement therapy, or varenicline. In recent years, especially in Canada and the United Kingdom, many smokers have switched to use electronic cigarettes in order to quit smoking tobacco.Most smokers who try to quit do so without assistance. However, only 3–6% of quit attempts without assistance are successful long-term. Behavioral counseling and medications each increase the rate of successfully quitting smoking, and a combination of behavioral counseling with a medication such as bupropion is more effective than either intervention alone. A meta-analysis from 2018, conducted on 61 randomized controlled trials, showed that among people who quit smoking with a cessation medication (and some behavioral help), approximately 20% were still nonsmokers a year later, as compared to 12% who did not take medication.",7.0,['smoking'],1.0,"['death', 'cause']","['death', 'cause']",2.0,1.0,1_h,health_belief,1.0
smoking causes death,Smoking cessation,"Smoking during pregnancy can cause adverse health effects in both the woman and the fetus. The 2008 US Guideline determined that ""person-to-person psychosocial interventions"" (typically including ""intensive counseling"") increased abstinence rates in pregnant women who smoke to 13.3%, compared with 7.6% in usual care.: 165–167  Mothers who smoke during pregnancy have a greater tendency towards premature births. Their babies are often underdeveloped, have smaller organs, and weigh much less than the normal baby. In addition, these babies have weaker immune systems, making them more susceptible to many diseases such as middle ear inflammations and asthmatic bronchitis as well as metabolic conditions such as diabetes and hypertension, all of which can bring significant morbidity. Additionally, a study published by American Academy of Pediatrics shows that smoking during pregnancy increases the chance of sudden unexpected infant death (SUID). There is also an increased chance that the child will be a smoker in adulthood. A systematic review showed that psychosocial interventions help women to stop smoking in late pregnancy and can reduce the incidence of low birthweight infants.It is a myth that a female smoker can cause harm to a fetus by quitting immediately upon discovering she is pregnant. This idea is not based on any medical study or fact.",7.0,['smoking'],1.0,"['death', 'cause']","['death', 'cause']",2.0,130.0,1_h,health_belief,1.0
skin product causes aging,Anti-aging product,"Anti-aging creams are predominantly moisturiser-based cosmeceutical skin care products marketed with the promise of making the consumer look younger by reducing, masking or preventing signs of skin aging. These signs are laxity (sagging), rhytids (wrinkles), and photoaging, which includes erythema (redness), dyspigmentation (brown discolorations), solar elastosis (yellowing), keratoses (abnormal growths), and poor texture. Anti-aging supplements are a set of ingestible products that are designed to reduce or diminish the effects of aging. This includes things such as vitamin supplements, powders and teas. They are designed to reduce or diminish the effects of aging. Many products seek to hide the effects of aging while others claim to alter the body's chemical balances to slow the physical effects of aging. A comprehensive grading scale for anti-aging of the skin has been validated and categorizes skin aging as: laxity (sagging), rhytids (wrinkles), and the various categories of photoaging, including erythema (redness), dyspigmentation (brown discolorations), solar elastosis (yellowing), keratoses (abnormal growths), and poor texture.Despite great demand, many anti-aging products and treatments have not been proven to give lasting or major positive effects. One study found that the best performing creams reduced wrinkles by less than 10% over 12 weeks, which is not noticeable to the human eye. Another study found that cheap moisturisers were as effective as high-priced anti-wrinkle creams. A 2009 study at Manchester University, funded by the manufacturer of the cream, showed that a proprietary blend of ingredients had a positive effect after six months of daily application when extrapolated to a twelve month basis of comparison. The statistical methods used to show this have been criticized.Traditionally, anti-aging creams have been marketed towards women, but products specifically targeting men are increasingly common. Marketing of anti-aging products has been criticized as reinforcing ageism, particularly against women. According to Toni Calasanti of Virginia Tech, anti-aging ads specifically reinforce the belief that older people should look like middle-aged people, and that old age comes with a loss of gender identity.",1.0,"['product', 'aging']",2.0,"['skin', 'cause']",['skin'],1.0,0.0,2_h,health_belief,0.0
skin product causes aging,Anti-aging product,"Epidermal growth factor, to stimulate cell renewal and collagen production in the skin, and strengthen elasticity and structure. In various research epidermal growth factor has been shown to reduce fine lines, wrinkles and sagging. It also has healing (wounds and burns) and anti-inflammatory properties when applied to skin.",1.0,"['product', 'aging']",2.0,"['skin', 'cause']",['skin'],1.0,7.0,2_h,health_belief,0.0
skin product causes aging,Skin care,"Skin care is at the interface of cosmetics, and dermatology.The US Federal Food, Drug, and Cosmetic Act defines cosmetics as products intended to cleanse or beautify (for instance, shampoos and lipstick). A separate category exists for medications, which are intended to diagnose, cure, mitigate, treat, or prevent disease, or to affect the structure or function of the body (for instance, sunscreens and acne creams), although some products, such as moisturizing sunscreens and anti-dandruff shampoos, are regulated within both categories.Skin care differs from dermatology by its inclusion of non-physician professionals, such as estheticians and wound care nursing staff. Skin care includes modifications of individual behavior and of environmental and working conditions.",3.0,['skin'],1.0,"['product', 'aging', 'cause']",['product'],1.0,4.0,2_h,health_belief,0.0
